Customer_ID,PurchasesFromCatalog,PurchasesFromStore,PurchasesFromWeb
1658,4,6,9
1659,7,9,6
1660,0,3,0
1661,5,12,5
1662,9,4,5
1663,1,2,2
1664,0,3,0
1665,11,7,4
1666,5,8,4
1667,0,0,1
1668,9,13,4
1669,0,3,1
1670,2,10,6
1671,0,3,1
1672,5,11,6
1673,5,4,5
1674,2,5,4
1675,1,7,9
1676,3,5,11
1677,10,10,11
1678,3,6,6
1679,2,10,4
1680,1,6,5
1681,0,2,1
1682,6,6,6
1683,1,4,3
1684,1,4,2
1685,0,4,2
1686,6,3,2
1687,2,11,5
1688,4,9,10
1689,5,7,9
1690,0,3,1
1691,3,6,4
1692,1,3,3
1693,6,8,4
1694,1,6,2
1695,1,3,3
1696,4,8,5
1697,4,7,3
1698,2,8,9
1699,1,5,5
1700,8,13,3
1701,3,5,6
1702,7,10,9
1703,0,3,0
1704,9,9,3
1705,0,2,1
1706,0,3,0
1707,5,13,7
1708,6,8,7
1709,0,4,4
1710,2,2,2
1711,0,3,2
1712,5,4,4
1713,3,13,3
1714,2,9,7
1715,2,6,4
1716,0,3,1
1717,0,3,1
1718,4,6,3
1719,1,3,3
1720,4,10,9
1721,1,4,5
1722,0,3,2
1723,2,5,5
1724,0,4,2
1725,1,3,1
1726,4,6,5
1727,2,8,7
1728,2,12,6
1729,2,3,4
1730,2,2,3
1731,1,3,2
1732,2,11,4
1733,3,7,11
1734,4,13,7
1735,0,2,1
1736,0,4,2
1737,2,7,8
1738,0,3,3
1739,0,3,3
1740,2,2,2
1741,8,8,11
1742,3,5,10
1743,1,5,5
1744,3,13,8
1745,3,4,11
1746,3,8,3
1747,2,12,2
1748,4,12,9
1749,0,4,2
1750,0,3,0
1751,6,13,6
1752,1,4,4
1753,0,3,2
1754,5,12,6
1755,3,3,3
1756,8,10,6
1757,1,3,3
1758,2,3,4
1759,8,13,6
1760,0,0,0
1761,2,12,2
1762,6,6,4
1763,4,4,6
1764,3,6,3
1765,7,5,4
1766,0,2,1
1767,1,7,6
1768,1,6,1
1769,4,8,4
1770,1,8,7
1771,1,2,3
1772,3,5,9
1773,5,4,8
1774,1,2,4
1775,3,13,6
1776,4,9,9
1777,1,3,2
1778,2,2,3
1779,0,2,1
1780,0,4,3
1781,1,3,3
1782,7,9,5
1783,2,12,9
1784,0,2,1
1785,0,2,2
1786,1,2,2
1787,3,6,6
1788,10,5,7
1789,4,10,5
1790,3,13,5
1791,11,5,5
1792,0,2,1
1793,2,4,8
1794,5,12,3
1795,7,12,6
1796,7,4,5
1797,0,3,0
1798,2,11,5
1799,0,3,1
1800,4,7,7
1801,5,12,4
1802,4,7,8
1803,1,6,4
1804,5,9,11
1805,4,7,8
1806,5,5,5
1807,0,3,1
1808,4,8,4
1809,2,8,8
1810,0,3,1
1811,0,3,1
1812,2,7,3
1813,0,3,2
1814,4,6,10
1815,0,2,1
1816,0,4,2
1817,3,8,3
1818,0,2,1
1819,1,3,3
1820,0,3,3
1821,0,3,1
1822,5,7,5
1823,8,13,2
1824,3,13,6
1825,2,8,6
1826,0,0,25
1827,1,4,5
1828,10,5,9
1829,4,11,3
1830,2,5,4
1831,2,5,2
1832,6,8,3
1833,0,3,1
1834,1,2,3
1835,0,3,1
1836,0,2,1
1837,1,5,6
1838,2,9,5
1839,0,3,3
1840,0,2,1
1841,5,10,5
1842,0,3,1
1843,8,5,4
1844,1,3,3
1845,0,2,1
1846,0,3,0
1847,0,3,1
1848,0,3,3
1849,6,12,4
1850,2,3,4
1851,4,9,4
1852,3,4,4
1853,0,3,1
1854,4,7,5
1855,3,5,5
1856,0,4,1
1857,2,9,6
1858,1,3,2
1859,4,9,6
1860,2,5,3
1861,1,2,3
1862,1,6,11
1863,2,5,3
1864,4,8,4
1865,7,9,6
1866,2,4,6
1867,0,3,0
1868,0,4,3
1869,4,7,3
1870,2,7,2
1871,0,3,3
1872,3,6,2
1873,11,5,2
1874,0,2,1
1875,6,6,3
1876,0,3,3
1877,8,12,3
1878,1,7,4
1879,1,6,6
1880,0,3,1
1881,7,4,6
1882,3,4,7
1883,2,12,5
1884,10,8,5
1885,8,10,4
1886,1,4,4
1887,0,3,2
1888,0,3,2
1889,1,4,1
1890,0,4,3
1891,3,7,7
1892,0,3,1
1893,2,8,4
1894,0,3,3
1895,1,4,4
1896,1,3,2
1897,5,6,3
1898,2,2,3
1899,2,4,8
1900,1,5,9
1901,2,10,3
1902,9,5,6
1903,3,5,9
1904,8,7,3
1905,2,10,11
1906,0,3,3
1907,0,2,1
1908,1,2,1
1909,0,3,3
1910,8,12,7
1911,1,7,7
1912,2,9,6
1913,0,3,1
1914,0,2,1
1915,6,12,3
1916,6,3,6
1917,9,5,6
1918,0,3,2
1919,2,5,4
1920,1,0,0
1921,1,2,3
1922,0,2,1
1923,5,12,3
1924,7,13,4
1925,0,3,1
1926,0,3,2
1927,0,2,1
1928,1,3,1
1929,1,3,2
1930,5,13,6
1931,1,5,4
1932,0,4,3
1933,1,6,6
1934,3,13,8
1935,0,3,2
1936,0,3,1
1937,3,8,4
1938,1,8,7
1939,0,3,2
1940,1,8,4
1941,0,3,1
1942,5,7,9
1943,2,9,1
1944,4,10,3
1945,3,4,9
1946,3,6,4
1947,4,6,8
1948,10,5,5
1949,0,2,1
1950,0,3,1
1951,10,11,3
1952,1,7,7
1953,6,4,5
1954,5,8,5
1955,1,8,3
1956,6,4,3
1957,5,13,3
1958,0,4,2
1959,8,6,8
1960,2,3,7
1961,3,6,4
1962,3,13,6
1963,4,4,5
1964,6,11,4
1965,0,4,3
1966,0,3,2
1967,0,3,1
1968,0,3,3
1969,8,6,2
1970,1,3,3
1971,0,2,1
1972,0,3,1
1973,2,4,5
1974,3,10,6
1975,4,10,3
1976,6,6,3
1977,4,10,3
1978,3,5,3
1979,0,3,1
1980,9,4,4
1981,0,3,1
1982,0,3,2
1983,1,7,2
1984,0,3,2
1985,6,8,11
1986,0,0,0
1987,6,8,5
1988,1,3,2
1989,0,3,4
1990,0,2,1
1991,2,4,6
1992,4,7,5
1993,0,3,1
1994,1,3,2
1995,1,4,2
